4999,59925118,8/7/11 17:33,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,3269936,IL,PAS,4500 S DREXEL BLVD,Chicago,IL,
5000,59867892,8/9/11 18:40,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,835M519,IL,TMP,4554 S DREXEL,Chicago,IL,
5001,59925488,8/10/11 20:18,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,4745056,IL,PAS,4524 S DREXEL,Chicago,IL,
5002,59925489,8/10/11 20:16,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,L301773,IL,PAS,4408 S DREXEL,Chicago,IL,
5003,59576561,8/15/11 23:36,2011,19,CPD,940060,PARK/STAND ON BICYCLE PATH,K521117,IL,PAS,3711 N SOUTHPORT,Chicago,IL,
5004,59926535,8/16/11 16:23,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,L349659,IL,PAS,4408 S DREXEL,Chicago,IL,
5005,59926537,8/16/11 17:26,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,K412861,IL,PAS,4625 S DREXEL BLVD,Chicago,IL,
5006,59926538,8/16/11 19:25,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,6EIB388,CA,PAS,4627 S DREXEL BLVD,Chicago,IL,
5007,59927123,8/16/11 14:59,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,B484221,IL,PAS,5037 S DREXEL,Chicago,IL,
5008,59927124,8/16/11 14:59,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,L847661,IL,PAS,5027 S DREXEL,Chicago,IL,
5009,59927131,8/18/11 16:02,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,N684442,IL,PAS,4523 S DREXEL,Chicago,IL,
5010,59927135,8/18/11 16:20,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,9652LY,IL,LIV,4626 S DREXEL,Chicago,IL,
5011,59929895,8/18/11 19:34,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,L681594,IL,PAS,4520 S DREXEL,Chicago,IL,
5012,59929898,8/18/11 20:03,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,G431583,IL,PAS,4521 S DREXEL,Chicago,IL,
5013,59929899,8/18/11 20:04,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X692208,IL,PAS,4527 S DREXEL,Chicago,IL,
5014,59927140,8/22/11 18:05,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,OMENE2,IL,PAS,4410 S DREXEL,Chicago,IL,
5015,59927141,8/22/11 18:05,2011,21,CPD,940060,PARK/STAND ON BICYCLE PATH,X482383,IL,PAS,4412 S DREXEL,Chicago,IL,
5016,59629876,8/24/11 20:30,2011,13,CPD,940060,PARK/STAND ON BICYCLE PATH,4029825,IL,PAS,2841 W AUGUSTA,Chicago,IL,
5017,9090296287,1/10/12 8:10,2012,145,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,0,IL,PAS,5101 S 123 MAIN ST,Chicago,IL,
5018,60168030,1/6/12 15:30,2012,213,CPD-Other,940060,PARK/STAND ON BICYCLE PATH,H813418,IL,PAS,200 E RANDOLPH,Chicago,IL,
5019,58960515,1/14/12 22:15,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,2987TX,IL,TXI,2630 N LINCOLN,Chicago,IL,
5020,58960516,1/14/12 22:11,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,1139TX,IL,TXI,3100 N CLARK ST,Chicago,IL,
5021,60201802,12/16/11 16:16,2011,13,CPD,940060,PARK/STAND ON BICYCLE PATH,X638726,IL,PAS,2029 W DIVISION,Chicago,IL,
5022,60442241,1/19/12 9:16,2012,18,CPD,940060,PARK/STAND ON BICYCLE PATH,K792405,IL,PAS,1705 N WELLS,Chicago,IL,
5023,60373487,1/22/12 14:54,2012,24,CPD,940060,PARK/STAND ON BICYCLE PATH,132NUR,WI,PAS,6208 N WINTHROP,Chicago,IL,
5024,60373488,1/22/12 17:25,2012,24,CPD,940060,PARK/STAND ON BICYCLE PATH,132NVR,IL,PAS,6208 N WINTHROP,Chicago,IL,
5025,60435882,1/29/12 11:55,2012,1,CPD,940060,PARK/STAND ON BICYCLE PATH,ZIA59,IL,PAS,1320 S WABASH,Chicago,IL,
5026,60616968,1/28/12 23:55,2012,17,CPD,940060,PARK/STAND ON BICYCLE PATH,K535504,IL,PAS,3440 N ELSTON,Chicago,IL,
5027,60477441,2/6/12 11:00,2012,20,CPD,940060,PARK/STAND ON BICYCLE PATH,G231414,IL,PAS,2930 W BRYN MAWR,Chicago,IL,
5028,60227850,2/10/12 22:15,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,3688TX,IL,TXI,2441 N LINCOLN,Chicago,IL,
5029,60492194,2/10/12 10:20,2012,4,CPD,940060,PARK/STAND ON BICYCLE PATH,278644RV,IL,RVM,9347 S EWING AVE,Chicago,IL,
5030,60484264,2/14/12 22:09,2012,7,CPD,940060,PARK/STAND ON BICYCLE PATH,L348844,IL,PAS,426 W MARQUETTE,Chicago,IL,
5031,60503206,2/10/12 13:16,2012,5,CPD,940060,PARK/STAND ON BICYCLE PATH,G117608,IL,PAS,10300 S SATE,Chicago,IL,
5032,60541428,2/17/12 21:20,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,1307TX,IL,TXI,3150 N CLARK,Chicago,IL,
5033,60541430,2/12/12 22:30,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,1779TX,IL,TXI,2531 N LINCOLN,Chicago,IL,
5034,60383329,2/24/12 14:54,2012,13,CPD,940060,PARK/STAND ON BICYCLE PATH,L764341,IL,PAS,1523 W AUGUSTA,Chicago,IL,
5035,61420959,2/25/12 22:00,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,7366810,IL,PAS,2454 N HALSTED,Chicago,IL,
5036,60307570,2/28/12 15:50,2012,23,CPD,940060,PARK/STAND ON BICYCLE PATH,412N222,IL,TMP,3626 N HALSTED,Chicago,IL,
5037,61432805,2/29/12 20:13,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,3557TX,IL,TXI,2541 N CLARK,Chicago,IL,
5038,61069386,3/3/12 17:42,2012,24,CPD,940060,PARK/STAND ON BICYCLE PATH,L719884,IL,PAS,6039 N KENMORE,Chicago,IL,
5039,61111386,3/1/12 22:27,2012,8,CPD,940060,PARK/STAND ON BICYCLE PATH,L618308,IL,PAS,3243 W 67TH ST,Chicago,IL,
5040,61573181,3/3/12 22:05,2012,12,CPD,940060,PARK/STAND ON BICYCLE PATH,L256318,IL,PAS,555 W KINZIE ST,Chicago,IL,
5041,61432817,3/3/12 12:50,2012,19,CPD,940060,PARK/STAND ON BICYCLE PATH,4208TX,IL,TXI,2530 N HALSTED,Chicago,IL,
