1999,66719092,12/7/15 15:48,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,GTALFFE,IL,PAS,158 N DEARBORN,Chicago,IL,
2000,66719094,12/7/15 18:09,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,2577156,IL,PAS,204 N DEARBORN,Chicago,IL,
2001,66396669,12/6/15 0:16,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,V449755,IL,PAS,2310 S BLUE ISLAND,Chicago,IL,
2002,66401486,12/8/15 23:15,2015,10,CPD,940060,PARK/STAND ON BICYCLE PATH,V365680,IL,PAS,3239 W DOUGLAS BLVD,Chicago,IL,
2003,66477564,12/8/15 8:30,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,S325916,IL,PAS,210 S DESPLAINES,Chicago,IL,
2004,66735144,12/9/15 8:54,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E518531,IL,PAS,308 S DESPLAINES,Chicago,IL,
2005,66093855,12/11/15 23:52,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,R531499,IL,PAS,1159 S CANAL,Chicago,IL,
2006,66117565,12/13/15 2:10,2015,11,CPD,940060,PARK/STAND ON BICYCLE PATH,E355250,IL,PAS,3510 W LAKE ST,Chicago,IL,
2007,66394253,12/13/15 16:30,2015,12,CPD,940060,PARK/STAND ON BICYCLE PATH,HVP735,IL,PAS,1938 W DIVISION,Chicago,IL,
2008,66441743,12/11/15 15:10,2015,19,CPD,940060,PARK/STAND ON BICYCLE PATH,Z139861,IL,PAS,4558 N BROADWAY,Chicago,IL,
2009,66565809,12/9/15 18:48,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,Z212871,IL,PAS,5142 W MADISON,Chicago,IL,
2010,66566170,12/10/15 18:15,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R958539,IL,PAS,5338 W MADISON ST,Chicago,IL,
2011,66568183,12/13/15 16:35,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,Z405600,IL,PAS,5609 W MADISON ST,Chicago,IL,
2012,66090593,12/12/15 14:42,2015,16,CPD,940060,PARK/STAND ON BICYCLE PATH,17394PT,IL,LIV,5031 W LAWRENCE,Chicago,IL,
2013,66568186,12/14/15 18:35,2015,15,CPD,940060,PARK/STAND ON BICYCLE PATH,R451235,IL,PAS,5142 W MADISON ST,Chicago,IL,
2014,66718603,12/11/15 19:04,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,N920109,IL,PAS,205 W WASHINGTON,Chicago,IL,
2015,66718604,12/11/15 19:36,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,V378234,IL,PAS,164 N DEARBORN,Chicago,IL,
2016,66718605,12/11/15 19:39,2015,8,CPD,940060,PARK/STAND ON BICYCLE PATH,Y936962,IL,PAS,200 N DEARBORN,Chicago,IL,
2017,66733574,12/12/15 22:26,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E857155,IL,PAS,2020 S STATE ST,Chicago,IL,
2018,66735003,12/14/15 7:49,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,A749471,IL,PAS,140 N DES PLAINES,Chicago,IL,
2019,66735259,12/12/15 19:18,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,1100KM,IL,PAS,2020 S STATE ST,Chicago,IL,
2020,66093865,12/16/15 4:35,2015,1,CPD,940060,PARK/STAND ON BICYCLE PATH,E384249,IL,PAS,1159 S CANAL,Chicago,IL,
