3999,65116575,7/26/14 14:26,2014,1,CPD,940060,PARK/STAND ON BICYCLE PATH,A385341,IL,PAS,1101 S CANAL ST,Chicago,IL,
4000,64415797,7/18/14 8:17,2014,494,CPD,940060,PARK/STAND ON BICYCLE PATH,8660LY,IL,LIV,225 S CANAL ST,Chicago,IL,
4001,64748780,7/27/14 16:15,2014,2,CPD,940060,PARK/STAND ON BICYCLE PATH,WMP7150,VA,PAS,1332 E 50TH ST,Chicago,IL,
4002,64748781,7/27/14 16:15,2014,2,CPD,940060,PARK/STAND ON BICYCLE PATH,R904317,IL,PAS,1332 E 50TH ST,Chicago,IL,
4003,65009096,7/25/14 9:45,2014,18,CPD,940060,PARK/STAND ON BICYCLE PATH,6244TX,IL,TXI,530 N RUSH,Chicago,IL,
4004,65110547,8/4/14 16:56,2014,11,CPD,940060,PARK/STAND ON BICYCLE PATH,P257805,IL,PAS,3301 W WARREN,Chicago,IL,
4005,65112628,8/3/14 14:20,2014,11,CPD,940060,PARK/STAND ON BICYCLE PATH,R173653,IL,PAS,4233 W MADISON,Chicago,IL,
4006,64746266,8/1/14 22:10,2014,2,CPD,940060,PARK/STAND ON BICYCLE PATH,V134474,IL,PAS,4921 S DREXEL BLVD,Chicago,IL,
4007,64983005,8/1/14 12:32,2014,11,CPD,940060,PARK/STAND ON BICYCLE PATH,P484643,IL,PAS,4119 W MADISON,Chicago,IL,
4008,64556195,8/6/14 20:55,2014,9,CPD,940060,PARK/STAND ON BICYCLE PATH,L277278,IL,PAS,628 W 26TH ST,Chicago,IL,
4009,64368265,8/11/14 7:45,2014,1,CPD,940060,PARK/STAND ON BICYCLE PATH,P882859,IL,PAS,20 S DEARBORN,Chicago,IL,
4010,64864012,8/11/14 9:37,2014,14,CPD,940060,PARK/STAND ON BICYCLE PATH,944TX,IL,TXI,1610 W NORTH AVE,Chicago,IL,
4011,64697642,8/10/14 18:31,2014,4,CPD,940060,PARK/STAND ON BICYCLE PATH,H996280,IL,PAS,3711 E 100TH ST,Chicago,IL,
